id	string	label
pos_258	jarvis cocker of pulp once said that he wrote common people after noticing mike leigh box-sets on the video shelves -- he had a feeling that economic deprivation was becoming a tourist experience for the well-off .  maybe it's a classic case of displacement : it's easier to see jarvis' own lyrics ( obsessed with acrylic and wood chip on the wall ) as a fetishization of lowlife , rather than leigh's films .  but it's worth being reminded that drab interiors and a couple of working-class characters don't make for a guarantee of 'authenticity' , let alone a good film .  it's the triumph of secrets & lies , then , that it goes beyond gestures of sympathy for the common people into a probing of just what it means to seek 'authenticity' and honesty in everyday lives .  following her adopted mother's funeral , hortense , a young black optometrist , sets out to find her birth mother , and is disturbed to find out that she is white .  it is cynthia , a factory worker who lives in a shabby house with her perpetually moody daughter roxanne .  cynthia's younger brother maurice is a successful photographer who has not seen his sister for ages , largely because of his wife's animosity towards her .  hortense calls up cynthia , who initially breaks down in tears and refuses to see her .  but their mutually suspicious meeting gives way to a warm friendship eventually .  cynthia invites hortense to come along to a party , which maurice is hosting . . .  secrets & lies has a simple enough theme at its heart -- as one character puts it , " best to tell the truth , isn't it ?  that way nobody gets hurt . " .  but if the film delivers much more than a trite message , it's because we are also shown how hard it can be to face up to ugly truths , even while the evasions and unspoken grievances slowly choke us .  hence , cynthia's difficulty with acknowledging ( first to herself , then to others ) that hortense is her daughter .  one of her first reactions to seeing hortense is a sincere denial that she has ever " been with a black man " , before a long-suppressed memory seizes her .  at the party , cynthia's pretense that hortense is her factory co-worker leads her to ever more convoluted lies , as agonizing as they are funny .  little lies seep into every corner , like maurice pretending that he's " just dropping by " when he visits cynthia after much deliberation .  maurice's job as a photographer gives the film opportunities for side comments on the main theme - a sad-looking bride that maurice coaxes to smile , a couple who pose awkwardly with a prominent wedding ring and argue about his spectacles .  one of the most startling images is of a beautiful woman with large scars on her face : she says she needs the photo to look " as bad as possible " to collect insurance money , yet the short scene leaves you wondering about what untold story lies behind the scars .  there are occasionally hilarious moments , as when cynthia attempts to give her daughter some unwelcome advice on contraception , " i've got a dutch cap floating about somewhere upstairs " ; or when cynthia stares at her own rather pedestrian legs and tells roxanne , " if you've got it , flaunt it , is what i say . "  as played by brenda blethyn , cynthia comes close to being a caricature , with her nervous , somewhat disconnected way of talking .  but she's really just right for the role of someone who inspires sympathy and yet strains the tolerance of those around her , precisely because she's so needy of love , perhaps .  indeed , the whole cast gives warmly rounded , detailed performances .  the script was developed partly through improvisations , and the fusion of cast , script and director shows best in the party scene - seemingly everyone is talking at the same time , and yet many subtle observations are being made throughout .  in a very different way , but also using a long single shot , the scene of hortense and cynthia's first meeting in a lonely caf=8a achieves a touching intensity , all the more for their reticence and unspoken feelings .  the film's climax - with all the secrets and lies finally spilled out in ibsen-esque revelations , and everybody hugging each other - is the one thing that seems false about this film .  however , it's a film that truly earns its happy ending after the misery and repression of the character's lives .  when cynthia says near the end , this is the life , innit ? , you get the sense that , following the cynicism of his last film naked , leigh has rediscovered that life can be sweet after all , without comforting illusions .  the flying inkpot's rating system : * wait for the video .   * * a little creaky , but still better than staying at home with gotcha !   * * * pretty good , bring a friend .   * * * * amazing , potent stuff .   * * * * * perfection .  see it twice .  	positive
pos_260	 " a breed apart " casts rutger hauer as a crazy , bird-loving recluse who picks his feathered friends over kathleen turner .  a bit hard to swallow ?  that's only the first of many improbabilities in this film .  hauer stars as a man obsessed with keeping the birds on his island safe , while boothe plays a guy hired to steal a couple of rare eagle eggs by a rich egg collector .  turner is the woman caught between the two men .   " a breed apart " isn't a bad movie , exactly .  indeed , i found myself rooting for both the hauer and boothe characters , even though their goals couldn't be more different .  the problem with the film is that there are just too many inconsistencies .  for example , early on in the film , hauer physically assaults two drunken rednecks shooting at " his " birds .  later on , the rednecks come back for revenge with four other people , and hauer kills a few of them .  i have a tough time believing that the police wouldn't get involved at that point .  another problem is the silly love-triangle that develops .  i didn't care one way or the other who ended up with turner .  i was more interested in finding out which of the two men would be victorious in their respective missions .  however , despite this uninteresting sub-plot , turner did manage to give a great performance as the woman who reminds the two men that sometimes there's more to life than money and birds .  as for hauer , he's an actor i've always admired .  he has a penchant for picking strange and unusual characters .  and this one is no exception .  he's frequently seen riding around his island on a white horse , wearing pirate's clothing , and holstering a cross-bow .  despite all his eccentric mannerisms , though , hauer always manages to let the human side of his character shine through .  for example , there's a scene in which he barks at turner and her son because they came onto his island a day early .  he comes off as crazy loner in that scene , but a few minutes later , he is apologizing to turner , and we believe his intentions .  soon after , we find out he's a vietnam vet , and his actions become fairly clear to us .   " a breed apart " isn't a great movie by any means , but it does contain good performances by all three leads , and it's worth seeing for that reason alone .  	positive
pos_261	titanic is so close to being the perfect movie it's upsetting that it isn't .  the film , which cost $200 million+ to make and could of put 20th century fox into a lot of finicial trouble if it 'sunk' ( pun intended ) is a labour of love for cameron , who wrote and directed the film .  we all know that big budget dosen't mean great film ( see waterworld ( 1995 ) ) but titanic is far superior to kevin costners waterlogged epic .  but sadly , titanic just misses the mark of masterpiece ( although it is one of cameron's best films )  the film starts with present day explorers searching the runied titanic .  they find a safe , and inside a picture of a woman .  the woman in the picture ( an old winslet ) tells the explorers that the picture is of her .  the explorers invite her over , and she then tells her story of titanic .  in the flashback , dicaprio plays poor boy jack dawson , who , after winning a poker game , wins two tickets to board the grand ship titanic , leaving liverpool to go to america .  also boarding the ship is rich woman rose dewitt bukater ( winslet ) who is being forced into a marriage with a man she dosen't love at all , cal hockley ( zane ) so her family can remain rich .  she nearly commits suicide on the ship , but jack comes to the rescue , saves rose , they fall in love , and cal gets jealous and eventually tries to kill them .  oh yeah , and the ship sinks .  and that is the main problem with the film , and which stops it from being a work of genius .  the story and script ( both by cameron ) are both weak .  the story is full of cliched characters , ( the creepy man who the nice girl has to marry , the poor boy with heart , the stuck-up mother ) and poor dialogue ( the script consists of lots of in-jokes of how the boat won't sink , and most of the dialogue is pretty basic ) it's a shame really , as the audience does have to sit through 3 hours of this film .  without good dialogue , a film could become a very long , very boring film ( like camerons own terminator 2 , 1992 ) but , luckily , there are some redeeming features that make the story and dialogue problems just disappear .  firstly , there's cameron's direction .  there are some great sweeping shots of the titanic , and some clever fades between the flashback titanic and the ruined titanic .  but the scenes cameron directs especially well are the disaster scenes at the end .  there is a lot of mayhem and panic , all done very well by cameron .  it's a scary sight , watching bodies fall from great heights into the watery depths below .  thanks to cameron's direction , then , the audiences attention is held for the full 3 hours 15 minutes .  to support the directing are the excellent cast , working very well with their underwritten characters .  dicaprio is good , although he only looks 16-17 years old .  his performance of a over excitiable , yet also well mannered boy is excellent , and he also has some funny lines .  winslet is great also , and her transistion from a well mannered rich girl to a rebelous young adult is pretty smooth .  zane is deliciously evil as cal , saying every line with a sneer and a flicker of the eye lash .  the audience really does come to hate him .  he may be playing the same character he plays in every film he's in ( like dead calm , 1988 ) but he does it really , really well .  also worthy of note is kathy bates ( edward scissorhands , 1990 ) as a loud mouthed american .  finally , the icing on the 'great things' cake are the special effects .  cameron is a whiz with effects ( just watch aliens ( 1988 ) , terminator 2 and true lies , 1994 ) and they are used very well throughout .  the sweeps of the ships are awesome , although digital domain , who did the effects , cannot animate human movement too well .  the humans seem to move to 'smoothly' , there's just something odd about them .  you can tell that they have been animated on a computer .  of course , the ship sinking scenes are awesome , with bodies flying all over the place , and the scene where the ship splits in half has to be seen to be believed .  titanic is one of the only films where effects have reinforced the film .  titanic , then , is a wonder of directing , acting and cgi , but not writing and story .  again , like most of camerons films , the editing is loose ( cameron edits himself ) , and the film could of come in under three hours with a few more cuts .  titanic , then , although not the godfather of movies it could of been , is a wonderful attempt at creating a work of genius .  enjoyable , scary , and even sad , titanic is a film cinema was invented for , filling the screen with incredible images , and assaulting the ears with awesome sound .  a superb film , but sadly not perfect .  overall rating= (  	positive
pos_262	on seeing the outrageous previews for bulworth one wonders what plot could possibly allow beatty get away with making those statements ( in case you missed it , warren beatty plays a politician on the campaign trail .  he says to a black congregation " . . . if you can't cut down on malt liquor and chicken wings and get behind someone other than a running back who stabs his wife , you're never gonna get rid of me . " )  well , there is such a plot , and it works very well in this comedy .  beatty plays jay billington bulworth , a long-time democratic senator from california .  the movie opens on a painfully repetitious montage of bulworth's latest commercials condemning affirmative action .  the montage is ironically intercut with pictures of martin luther king and bulworth in his youth working with jack kennedy .  when we finally lay eyes on bulworth he is morosely weeping in front of his tv , having gone without food or sleep for days .  his campaign is entering the final weekend before the primaries but his depression has sunk in too far for him to care .  first he calls a lobbyist from the insurance industry to get a bribe - a $10 million life insurance policy in his daughter's name .  then he calls an associate to arrange for his own assassination .  his assistant murphy ( oliver platt ) is oblivious to bulworth's suicidal state and drags him to his speaking engagements .  bulworth halfheartedly reads his speech at an african-american church , then takes questions from the audience .  he is hit hard with questions about his voting record .  he had promised money to help rebuild the community after the riots , and it hasn't shown up .  since he's a dead man anyway , he figures he'll answer truthfully : he and bill clinton and newt gingrich came to l . a . for the photo opportunity .  they made some promises that improved their public image for a while , and then counted on the media and the public to eventually forget about the promises they made .  the shock and outrage from the congregation grows , the questions keep coming , and he keeps shooting back honest , if ugly , answers .   ( before i go further , i'd like to make a distinction that the denver post failed to make , and that is that characterizing african-americans as malt-liquor drinking o . j .  fans is not part of bulworth's " truth . "  that line is in the trailers but it should not be praised like the other political confessions he makes in the movie .  when the critics praise beatty for speaking the truth about politics , this line is not what they're talking about . )  the experience is liberating .  with nothing left to lose , bulworth is no longer restricted to burping generic platitudes out of both sides of his mouth .  he can say whatever he wants because he's going to be dead anyway .  why not tell the people the truth about being a sleazy politician - that he is bought and paid for by lobbyists , and that racism among the populace protects politicians from being the target of charges of classism ?  bulworth's candor wins him three volunteers from the church , one of whom , nikki ( halle barry ) , he gets a crush on .  he feels so good afterwards that he actually eats something .  chicken wings , appropriately enough .  bulworth shows up late for his meeting with some movie studio executives .  when one of them asks where he stands on government regulation of movie and tv ratings , bulworth drifts to the topic of the quality of filmed entertainment .  with so much money and so many talented people working so hard , he wonders , why can't hollywood make a quality product .   ( you go , warren ! )  when they become indignant and ask why he's talking to them if he has such a low opinion of their product , he callously admits that it's because they are rich jews .  that night he drops the three african-american volunteers at their nightclub , and he decides to go in with them .  he stays up all night drinking , smoking pot , dancing , falling in love with nikki , and learning to scratch turntables and rap .  the next day , he shuns his prepared speech and instead raps to the suit-and-tie fundraisers .  from then on , at all of his political appearances , he raps his political truth .  his rap is not bad for a middle-aged white guy .  he's not very good , but it is his first try and at least he's not embarrassingly bad .  his lobbyists are not amused , but the rest of his constituency seems to like the new bulworth .  eventually , the movie's plot ( remember he hired a hit man ? )  overtakes the politics , which is too bad .  screen time is spent with bulworth trying to cancel the request for his assassination while the hit man seems to be closing in on him .  there are even a few gratuitous chase scenes , bulworth fleeing his killer .  these scenes may have been necessary to keep the events of the film moving along , but it distracted and detracted from bulworth's political ranting , which was much more interesting than the ever-present , obvious-looking assassin .  still , most of the movie is original and very enjoyable , and beatty deserves most of credit for bringing it to the screen .  as the story and screen writer , he came up first with a good structure , then with good dialogue to back it up ( jeremy pikser co-wrote the screenplay ) .  as an actor , he was able to convincingly portray bulworth's depression , then liberation and rebirth .  as a producer ( there were four others ) he was able to keep the movie free from hollywood's indulgent formulas ( except for those inexcusable chase scenes ) .  someone else probably could have directed , but since he was there anyway , what the heck .  it's too bad that there aren't more movies like this around - movies that tackle political corruption in a way that challenges viewers to pay more attention to real politics .  after all , much of the inspiration for bulworth is straight out of the news .  just a little perception and insight and you could write your own bulworth rants .  just don't expect to be popular with the insurance companies .  	positive
pos_264	the 1998 summer movie season is still in its infancy .  but after diasappointing films such as " godzilla " and " fear and loathing in las vegas " , it would be nice to see a really good film .  but i doubt you could have expected this .  the truman show is one of the most unique films i have ever seen , and it deserves a spot on the " decade's best " list .  there is no way to isolate any single component of this picture and proclaim , " yes , that's what makes this film great . "  the blend of peter weir's masterful ( and in many ways brilliant ) direction , peter biziou's stunning photography and jim carrey's performance is what makes this film work so fantastically .  there is something strangely beautiful about every shot in the truman show .  it may be the use of color or the placement of characters in the frame , but everything about this film looks intentional and perfect .  carrey has made a very wise choice .  by playing mild-mannered truman burbank , he allows himself enough room to be comical , and therefore not alienating his true fans , while still showing a vulnerable and human side .  that is a side which has been missing from nearly every major character he has played in his numerous commercial successes .  truman burbank was born to an audience of millions .  he was chosen before birth to be the focus of a 24 hour television show .  everything in his environment is controlled by a team of technicians , led by the show's director , christof ( played by ed harris ) .  everyone in truman's life is an actor or an extra .  they are all being watched by millions of people around the globe , people who can tune in at any time of the day to see what is happening in truman's life .  but he is the only person that is not aware of it .  the classification of the truman show may be tricky .  the audience reacted to many of truman's revelations with laughter .  i did not laugh much during the film because i was so emotionally wrapped up with the character .  the things that made the audience laugh gave me glassy eyes , because what was happening to him , indeed what had been done to him his whole life was wrong .  so is this going to end up labeled as a comedy ?  a drama ?  it really depends on the audience .  but to me , the truman show was a touching , sad tale about the extents to which a corporation will go to exploit human life for the entertainment of others .  but above all else , the truman show was a stunningly beautiful picture with humor , heart and scary realism .  oscar predictions in june are pointless , but if the truman show had been released on schedule in late fall or winter of 1997 , as originally planned , james cameron would be oscar-less .  	positive
pos_265	one way of telling if a film is good or not is by the length .  if a film is only 90 minutes , but feels like 300 minutes , then it's crap .  but if a film last 2 1/2 hours , and feels like 90 minutes , then it's excellent .  boogie nights falls into the latter catagory .  the director , anderson , delivers a funny , hip , yet sometimes violent film , which flies along .  mark whalberg , a . k . a  marky mark , plays eddie adams , a seventeen year old with a certain 'gift' in the midriff area .  jack horner ( reynolds ) is a adult film director , who decides that eddie would be great in the adult movie business .  after running away from home , eddie joins jack , changes his name to dirk diggler , and starts making erotic movies .  in the movie business , dirk meets a whole load of characters ( which the film introduces very quickly and slickly ) such as scotty ( phillip seymour hoffman ) , rollergirl ( graham ) amber ( moore ) and floyd ( phillip baker hall ) , and little bill ( william h . macy ) all the characters are well written , well played , and the audience gets to know them pretty well , thanks to the excellent script .  we learn about ambers grief about not being able to see her child due to a divorce , rollergirls hard time at school , and little bills wife , who sleeps with everyone except her husband .  but the best thing about the excellent boogie nights is paul andersons direction and writing .  the direction is fast , thrilling , and never holds up .  there are some great shots , some lovely steadiocam and handheld camera sequences , and lots of other neat directional touches .  the writing is fabulous , with some intelligent dialogue , some funny dialogue , but none of the dialogue is crap , like most hollywood films ( such as the lost world : jurassic park ( 1997 ) , or tommorow never dies ( 1997 ) . )  boogie nights really is a spectacular feat of direction and writing , on par ( and sometimes betters ) quentin tarantino's films resevoir dogs ( 1992 ) and pulp fiction ( 1994 )  the soundtrack is also excellent .  like american graffiti ( 1973 ) , the film features some great old songs on the soundtrack , which heightens the atmosphere , and gives the film an extra lift .  also , the costumes are great .  the clothes really do look like what people wore in the seventies and eighties .  the film , although excellent , does have some flaws .  firstly , wahlberg , although excellent , cannot do highly scenes which require him to be angry .  in both scenes where he has to act angry , his acting is so 'off' , the scenes tension and anger is lost .  but the rest of the cast are excellent .  burt reynolds is brilliant , julianne moore shows real emotion , and william h . macy is great aswell ( but he always is . )  another flaw with the film , though , is that the ending seems a bit tacked on .  it seems anderson saw the film was going on a bit , and needed to wrap up quickly .  it's a shame , really , as the rest of the film is perfectly paced .  but they're small niggles really .  boogie nights is an excellent film .  superb directing , writing , acting and music , all combine to make one spectacular film .  whatever you do , do not miss out on boogie nights .  	positive
pos_266	it's ironic that the best films in cinema history are invariably the original director's cut of the film .  films such as aliens , the abyss , the wild bunch , blade runner , and terminator 2 are all prime examples of a filmmaker's integrity , later chopped up or mucked with by the studio .  the advent of the dvd format has provided a more accessible way to get these original cuts to the public and provide to film freaks like myself the ability to become further enraptured by the extension of such classic films .  the dvd release of the original international version of luc besson's 1995 masterpiece the professional , which is known as l ? on around the world , is a prime example of how a good film can become an instant classic as a director's cut .  for years , i have heard of an " international " version available only in laserdisc format , which has eluded me for years .  i even bought a laserdisc player from my uncle don for 100 bucks just to watch certain directors' cuts - including l ? on .  but after countless searches in laserdisc stores , i could never find it .  until now .  the film follows the story of l ? on , played by jean reno , a professional hit man for an italian mob crew run by danny aiello .  he lives next door to a ferociously independent 12-year-old girl named mathilda - played by then newcomer natalie portman , whose father is involved in drugs and crooked cops .  one day , a crew of the cops - lead by gary oldman in an over-the-top performance - kills her entire family while mathilda is out buying groceries .  taking pity on her , l ? on hides her in his apartment when she returns to save her life .  mathilda learns of l ? on's hit man profession and decides to follow in l ? on's footsteps as a " cleaner . "  she then falls in love with him and manages to reawaken emotions within l ? on he has kept locked away as part of his profession .  at this point , the differences in the american version and the international version really kick in .  the international version contains an additional 24 minutes of footage that pertains directly to the relationship of l ? on and mathilda , footage that american censors deemed " too explicit . "  i assume that american censors feel that defining character development is too much for american audiences to handle .  the best part of this extra footage is that gives better understanding of both mathilda's and l ? on's motivations pertaining to later actions involving oldman and his crew of bad cops .  there's even a previously unseen cameo by the great french actor jean-hugues anglade - star of queen margot , besson's la femme nikita , and killing zoe .  with these additional scenes replaced , l ? on and matilda's relationship brings you emotionally closer to the film and draws stronger bonds between the characters that were murky in the american version .  the most ironic thing about the international version of the film is that with the inclusion of the missing scenes , the film becomes primarily a heavy , emotional drama punctuated with big action scenes at the beginning and the end of the film .  the film betters reflects the serious drama of french cinema but is laced with pieces reflecting the brutality of american cinema .  my advice to everyone out there is to throw away your copy of the professional , throw down twenty bucks , and pick up this newly restored cinematic masterpiece .  director/writer : luc besson producer : luc besson , claude besson starring : jean reno , natalie portman , gary oldman , danny aiello  	positive
pos_267	while it was part of former yugoslavia , my country , croatia , used to be almost completely ignored by western films in general .  words " croatia " and " croatians " were unheard , even in movies whose plots actually took place on croatian locations .  the rare exception was the dogs of war , 1980 adaptation of frederick forsyth's bestselling novel , yet that rare occasion only added insult to the injury , by mentioning croatians in most unflattering context .  in a single line they are referred as a bunch of mean people , probably terrorists , who happen to remove parts of arm dealers' stomachs when they are unsatisfied with the quality of merchandise .  same line also illustrates the milieu where the movie takes place - dark and violent world of shady international deals with the blurred boundaries between business , politics and crime .  the movie protagonist , shannon ( christopher walken ) is a mercenary who spent the best years of his life fighting numerous little wars all over the globe .  his latest job is a intelligence mission for powerful mining corporation that demands information about political climate in west african nation of zangaro .  shannon arrives in that country only to find oppressive regime of president kimba , bloodthirsty madman whose brutality crushed any opposition and scared almost any westerners away .  after being arrested and tortured by kimba's secret police , shannon leaves country with a help of british journalist north ( colin blakely ) .  upon return , he is approached by mining company again , but this time they want him to plan and execute the coup d'etat against kimba .  shannon reluctantly agrees and assembles small group of his surviving mercenary friends who begin meticulous preparation for another small war .  thing that separates the dogs of war from conventional action movies , especially those made in 1980s , is its authenticity , almost close to documentary .  it shouldn't surprise anyone , because the author of the novel , frederick forsyth , made reputation by blending fiction with real life , thus creating interesting , exciting yet very believable plots for his books .  those plots were also responsible for few very successful 1970s thrillers , and one of them , zinnemman's the day of the jackal , is now considered a classic in that genre .  this one deals with soldiers of fortune , ancient tradition that was resurrected in great turmoil of 1960s and 1970s and filled the void left by vanishing colonial empires .  unlike wild geese , that used it as a pretext for conventional action adventure , script by george malko and gary de vore ( author whose death last year became real life mystery ) is serious , and instead of action puts emphasis on characters and prosaic details of their work .  the movie doesn't try to romanticise the mercenary profession nor glorify mercenaries as some kind of superheroes ; they are simply shown as deadly yet expendable tool of powerful forces with questionable agenda .  christopher walken played in many movies , yet very rarely we can see him in a leading role .  his performance in this film perhaps isn't breathtaking , yet adequate .  his notoriously expressionless face is perfect illustration of the disillusioned , world- weary man whose alienation from the " normal " way of life becomes complete and only remaining ideal is loyalty to the shrinking circle of friends .  although the movie doesn't lack capable actors , their roles are miniature compared with walken's , and only colin blakely as cynical reporter has opportunity to portray his character .  however , those who look familiar faces would find them plenty in the dogs of war - tom berenger , paul freeman , jo beth williams , victoria tennant ( in brief cameo ) , and biggest surprise is ed o'neill ( of married with children fame ) as shannon's reluctant colleague .  this was the first major production for john irvin , and it shows why he earned the reputation of capable , yet second class director .  with the good script he can make very good movie , with the bad script he can make real mess .  luckily , the dogs of war had a good script .  irvin's direction was very ascetic and it gave the movie almost documentary feel .  the only distraction is dramatic music of geoffrey burgon , used on the wrong places .  in the final battle scene , where we can see mercenaries at work , irvin shows us that modern warfare means superior firepower and tactics , unlike 1980s ramboesque fantasies that rely on macho superheroes .  unfortunately , by making battle realistic irvin made it somewhat less attractive and his sloppy editing also didn't help .  but , despite those shortcomings , this movie remains interesting and rare combination of action thriller and gritty , realistic political drama .  	positive
pos_268	the happy bastard's quick movie review  analyze this  how does one do a comedy focused on the mob ?  well , a few years ago , there was a sly little comedy called the freshman , which had marlon brando doing a romp of a send-up of his famous don corleone character and , recently , the utterly stupid ( in a bad way ) movie mafia !  failed to really get the joke .  this time around , however , warner bros . may have gotten it right with analyze this , a movie that hits its targets more than it misses . . . and  for plenty of reasons .  the story goes like this .  a mobster ( robert deniro ) finds himself receiving several panic attacks as of late , fueled by the stress of an upcoming mobster meeting and a near-death following a drive-by shooting .  it's these attacks that prompt him to hire a psychiatrist ( billy crystal ) who's mostly reluctant to take the mobster's case for two reasons .  first , of course , he's a mobster , but secondly , he's trying to get married and enjoy a quiet honeymoon with his wife ( lisa kudrow ) and kid .  and , of course , he can't rest worth for a moment because the mobster's goons are always needing the shrink for something , be it a quick consultation or dream analyzation .  fortunately , the movie is played out for plenty of laughs .  director harold ramis ( who also helmed the comedy multiplicity , which wasn't half bad ) keeps the tone peppy and light , even if it's sometimes sprinkled by slight dramatic moments ( shootings can't always be taken for laughs , you know ) .  deniro does some of his finest comic work since the king of comedy , giving off a somewhat similar performance to his role in goodfellas , but with a bit of a lighter heart .   ( a scene where he tries to display his anger over the phone and fails miserably is hilarious . )  crystal plays an excellent straight man to deniro's character , uplifting him from such bombs as father's day and my giant .  kudrow is also a hoot as crystal's wife-to-be , who's on the verge of a breakdown thanks to deniro's presence .  is the movie perfect ?  not really , thanks to a simplistic ending and some slightly wasted moments with a character portrayed by chazz palminteri ( he's a comic actor , too , come on , give him some more ! ) , but it is an enjoyable romp that lets deniro do something different but same for a change , taking his dramatic act to a new field of comedy .  kudos to crystal and kudrow for not just making it his show , either .  line of the movie : crystal : " when you said you needed family therapy , this is not the family i had in mind ! "  	positive
pos_270	this british import follows the ( mis- ) adventures of a group of heroin crazed scottish youths .  there is marc renton ( who narrates ) , spud ( the dim-witted one ) sick boy ( the sean connery obsessive ) , and begbee ( the violence obsessive ) .  powered by a top rate , but not top name soundtrack ( iggy pop , sleeper , elastica , lou reed . . . ) the film follows renton who gets clean , gets back into heroin and gets clean again .  some of the wit in this movie is sharp and pulp fiction-esque , and some is just dumb & dumber gross ( the bed sheets ) and stupid ( the bb gun ) although the film starts out on a comic note , it takes a sharp term in the middle , and becomes almost depressing .  the film is based on an irving welsh novel bearing the same title .  i can honestly say that this is one of the best movies i have ever seen .  it is an obscure gem that has been over shadowed in the us by such movies as mission impossible and id4 .  the film is hard to follow with the heavy accents of the actors .  this is a very original film , as far as films go today .  it definetly deserves multiple viewings ( partly because of the slang and accents ) jeremy dennison mr . orange@centuryinter . net  	positive
pos_271	you may not have heard of lucas , or if you have , you might not think much of it .  probably because it stars corey haim , or maybe because it's about a little geek who collects insects , or maybe because it doesn't feature slick one-liners or the chart topping soundtrack albums that were almost a requirement for teen films in the 80's .  however , you have been missing out on a true masterpeice , the best film of 1986 , and the best film about adolescent life ever made .  corey haim stars as lucas bligh , a tiny 14 year old with scruffy hair , thick glasses , and an interest in insects and other outdoor life .  one day he stops by the tennis courts and sees what must be an angel to him .  her name is maggie , a 16 year old who certainly is a beauty , with lovely red hair and a sweet , innocent complexion .  maggie seems to be a little disturbed by this little kid watching her , but somehow he interests her , and soon they are talking and getting to know one another .  they gradually become good friends , and spend the summer together doing various things , such as studying insects ( namely locusts , who come out of hiding once every 17 years ) , playing tennis , and listening to a symphony orchestra through a manhole cover .  lucas is obviously in love with maggie , and while she is charmed by him , it's clear that she would never consider him anything more than a very good friend .  this is not clear to lucas , however .  he still beleives that maggie is his soulmate , and he dreads the impending start of school because he knows what's about to happen .  we soon find out why in a painful scene where lucas is humiliated by the jocks during a pep rally .  they throw him on stage , right in front of his beloved maggie .  surprisingly , he turns the tables on the jocks with some clowning around , but he takes it too far , and is embarassed in front of the entire school .  the next scene is brilliant .  maggie follows lucas outside of the pep rally .  she tries to talk to him as if nothing happened .  he rails back against her , in a cruel unfair fashion .  in lesser movies this would've turned into a confrontation between the two characters .  but maggie is written smarter than that .  she understands what lucas is feeling and knows exactly what to say to console him .  next we are introduced to another great character named cappie ( charlie sheen ) .  he is a jock with a typical cheerleader girlfriend .  what's interesting about him is that he sticks up for lucas and protects him from the other jocks .  of course anyone with a brain can tell what's gonna happen next .  cappie will cause conflict in maggie and lucas' relationship .  this begins in classic scene in the school laundry room when cappie and maggie are alone .  she's been assigned to show him how to operate the washer/dryer so he can clean his shirt .  maggie is charmed by cappie's tender undertsanding demeanor , not to mention his shirtless body .  this scene is so delicate and sweet , but cappie still has a girlfriend , preventing either one from acting on their desires .  desperately trying to puncture the tension , cappie begins to kick basketballs around the room .  it's not long before cappie does break up with his girlfriend ( in the films only subpar scene ) .  lucas finally figures out what's going on when he tries to pick maggie up for the dance .  this causes him to take severe actions to prove himself to maggie and himself , such as try out for the football team .  the last third of the film revolves around this attempt .  while the idea seems cliched , the way it is executed is not .  there are many surprises during the last half hour which lead to an ending so emotionally involving it should make the most heartless of cynics get choked up .  dave grusin's memorable score , played at the perfect moments , certainly helps .  lucas is filled with great performances .  forget everything you know about corey haim .  back in 1986 he had talent , and that is proven here as he delivers a perfect fully 3-dimensional performance filled with anger , humor , and pain .  kerri green is very appealing as maggie , showing us why she cares about lucas so much and why he is so attracted to her .  sheen's cappie is almost too good to be true , but sheen makes him beleivable , especially when he explains the reason why he protects lucas .  there are other wonderful minor characters such as ciro popitti's ben , a friend of lucas , whose diminutive stature does not mean he will take crap from the jocks .  also turning up in a few key scenes is winona ryder as rina , the girl who admires lucas from afar .  when people talk about the great teen angst films of the 80s , you hear john hughes this and john hughes that .  lucas seems to be lost among the crowd of his so-called classics .  but hopefully , like with heathers and say anything , lucas can begin to find it's own loyal following and help people realize there were more to the 80s than anthony michael hall and molly ringwald .  it deserves more than that , but i don't want to be greedy .  	positive
pos_272	in arguably the most anticipated movie this century , george lucas has achieved a very mixed reaction to a sure blockbuster .  despite the fact the script and plot is a bit of a let down , the entire movie on the whole can be considered a milestone in technical excellence , in the sound and special effects department .  in terms of characters , by far the most outstanding and interesting is queen amidala ( natalie portman ) , whose mature performance far exceeds her tender 14 years of age .  she is one ? hot' babe who defines true ? woman leadership' .  she not only has a presence , but knows how to take command of the situation and save her planet from ruination .  no thanks to the jedi knights who although led by the force , lack leadership qualities in terms of thinking up a plan to do anything .  the young obi-wan kenobi ( ewan mcgregor ) who has a bad hair day in every scene , gets to kill a bad guy in the end , but lacks a love interest to make him a desirable sort of hero .  in fact all the jedi knight are a bit asexual - there must be something about the force which makes them all hermits and loners .  i mean it would be interesting to see yoda's girlfriend for a change , if he has one .  not much better is qui-gon jinn ( liam neeson ) who mostly broods , and has a better hair do than obi-wan , but only to find the young anakin skywalker and make the biggest mistake of his life .  also fascinating is george lucas ? metoclorian' theory , which claims that micro-organisms live within our cells and tie us to the fabric of the universe .  and it is the high concentrations of these organisms in an individual which make them particularly powerful in the force .  more humerous are the claims to the immaculate conception of darth vader , no doubt a concept stolen from the christian faith , except there will be no christmas to celebrate the birth of this dark emissary of the force .  overall an experience which is not to be missed because of the very fact that it's predecessor almost command a viewing of this inferior successor .  by all means not the pinnacle of the star wars phenomena but an adequate addition to the clan .  watch out for the next one , it should be one steamy encounter between queen amidala and anakin skywalker - who i believe should be portrayed by ? leonardo di caprio .  	positive
